StartTime;LastResetTime;CurrentTime;ElapsedTime(P);ElapsedTime(C);TargetRate;CallRate(P);CallRate(C);IncomingCall(P);IncomingCall(C);OutgoingCall(P);OutgoingCall(C);TotalCallCreated;CurrentCall;SuccessfulCall(P);SuccessfulCall(C);FailedCall(P);FailedCall(C);FailedCannotSendMessage(P);FailedCannotSendMessage(C);FailedMaxUDPRetrans(P);FailedMaxUDPRetrans(C);FailedTcpConnect(P);FailedTcpConnect(C);FailedTcpClosed(P);FailedTcpClosed(C);FailedUnexpectedMessage(P);FailedUnexpectedMessage(C);FailedCallRejected(P);FailedCallRejected(C);FailedCmdNotSent(P);FailedCmdNotSent(C);FailedRegexpDoesntMatch(P);FailedRegexpDoesntMatch(C);FailedRegexpShouldntMatch(P);FailedRegexpShouldntMatch(C);FailedRegexpHdrNotFound(P);FailedRegexpHdrNotFound(C);FailedOutboundCongestion(P);FailedOutboundCongestion(C);FailedTimeoutOnRecv(P);FailedTimeoutOnRecv(C);FailedTimeoutOnSend(P);FailedTimeoutOnSend(C);OutOfCallMsgs(P);OutOfCallMsgs(C);DeadCallMsgs(P);DeadCallMsgs(C);Retransmissions(P);Retransmissions(C);AutoAnswered(P);AutoAnswered(C);Warnings(P);Warnings(C);FatalErrors(P);FatalErrors(C);WatchdogMajor(P);WatchdogMajor(C);WatchdogMinor(P);WatchdogMinor(C);ResponseTimeinvite-noauth(P);ResponseTimeinvite-noauth(C);ResponseTimeinvite-noauthStDev(P);ResponseTimeinvite-noauthStDev(C);ResponseTimebye(P);ResponseTimebye(C);ResponseTimebyeStDev(P);ResponseTimebyeStDev(C);CallLength(P);CallLength(C);CallLengthStDev(P);CallLengthStDev(C);ResponseTimeRepartitioninvite-noauth;ResponseTimeRepartitioninvite-noauth_<10;ResponseTimeRepartitioninvite-noauth_<20;ResponseTimeRepartitioninvite-noauth_<30;ResponseTimeRepartitioninvite-noauth_<40;ResponseTimeRepartitioninvite-noauth_<50;ResponseTimeRepartitioninvite-noauth_<75;ResponseTimeRepartitioninvite-noauth_<100;ResponseTimeRepartitioninvite-noauth_<150;ResponseTimeRepartitioninvite-noauth_<200;ResponseTimeRepartitioninvite-noauth_<300;ResponseTimeRepartitioninvite-noauth_>=300;ResponseTimeRepartitionbye;ResponseTimeRepartitionbye_<10;ResponseTimeRepartitionbye_<20;ResponseTimeRepartitionbye_<30;ResponseTimeRepartitionbye_<40;ResponseTimeRepartitionbye_<50;ResponseTimeRepartitionbye_<75;ResponseTimeRepartitionbye_<100;ResponseTimeRepartitionbye_<150;ResponseTimeRepartitionbye_<200;ResponseTimeRepartitionbye_<300;ResponseTimeRepartitionbye_>=300;CallLengthRepartition;CallLengthRepartition_<10;CallLengthRepartition_<20;CallLengthRepartition_<30;CallLengthRepartition_<40;CallLengthRepartition_<50;CallLengthRepartition_<75;CallLengthRepartition_<100;CallLengthRepartition_<150;CallLengthRepartition_<200;CallLengthRepartition_<300;CallLengthRepartition_>=300;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	15:48:36.820957	1462628916.820957;2016-05-07	15:49:36.824496	1462628976.824496;00:01:00;00:32:00;50;49.9975;49.7394;0;0;3000;95505;95505;0;3000;95505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;67;16;81;0;0;20;67;0;0;0;0;0;0;00:00:00:009000;00:00:00:001000;00:00:00:079000;00:00:00:030000;00:00:00:001000;00:00:00:000000;00:00:00:027000;00:00:00:010000;00:00:00:015000;00:00:00:006000;00:00:00:090000;00:00:00:034000;;95187;3;4;3;4;9;9;17;18;31;220;;95470;0;0;0;0;0;0;0;10;0;25;;95135;51;5;2;5;8;9;18;17;30;225;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	15:49:36.824634	1462628976.824634;2016-05-07	15:50:36.829131	1462629036.829131;00:01:00;00:33:00;50;49.9967;49.7472;0;0;3000;98505;98505;0;3000;98505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;81;0;0;0;67;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:030000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:010000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:034000;;98187;3;4;3;4;9;9;17;18;31;220;;98470;0;0;0;0;0;0;0;10;0;25;;98135;51;5;2;5;8;9;18;17;30;225;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	15:50:36.829268	1462629036.829268;2016-05-07	15:51:36.828878	1462629096.828878;00:00:59;00:34:00;50;50.0175;49.7552;0;0;3001;101506;101506;1;3000;101505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;81;0;0;0;67;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:029000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:009000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:033000;;101187;3;4;3;4;9;9;17;18;31;220;;101470;0;0;0;0;0;0;0;10;0;25;;101135;51;5;2;5;8;9;18;17;30;225;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	15:51:36.829016	1462629096.829016;2016-05-07	15:52:36.832876	1462629156.832876;00:01:00;00:35:00;50;49.9975;49.7621;0;0;3000;104506;104506;1;3000;104505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;81;0;0;0;67;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:029000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:009000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:033000;;104188;3;4;3;4;9;9;17;18;31;220;;104470;0;0;0;0;0;0;0;10;0;25;;104134;52;5;2;5;8;9;18;17;30;225;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	15:52:36.833005	1462629156.833005;2016-05-07	15:53:36.836711	1462629216.836711;00:01:00;00:36:00;50;49.9975;49.7686;0;0;3000;107506;107506;0;3001;107506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;67;0;81;0;0;0;67;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:029000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:009000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:032000;;107188;3;4;3;4;9;9;17;18;31;220;;107471;0;0;0;0;0;0;0;10;0;25;;107135;52;5;2;5;8;9;18;17;30;225;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	15:53:36.836876	1462629216.836876;2016-05-07	15:54:36.837102	1462629276.837102;00:01:00;00:37:00;50;50;49.7748;0;0;3000;110506;110506;0;3000;110506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;79;7;88;0;0;12;79;0;0;0;0;0;0;00:00:00:006000;00:00:00:001000;00:00:00:060000;00:00:00:030000;00:00:00:000000;00:00:00:000000;00:00:00:020000;00:00:00:010000;00:00:00:012000;00:00:00:006000;00:00:00:067000;00:00:00:034000;;110140;3;6;4;4;10;11;19;21;36;252;;110467;0;0;0;0;0;0;0;10;0;29;;110086;53;6;3;6;9;10;21;19;35;258;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	15:54:36.837238	1462629276.837238;2016-05-07	15:55:36.840658	1462629336.840658;00:01:00;00:38:00;50;49.9975;49.7807;0;0;3000;113506;113506;0;3000;113506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;88;0;0;0;79;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:029000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:010000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:033000;;113140;3;6;4;4;10;11;19;21;36;252;;113467;0;0;0;0;0;0;0;10;0;29;;113086;53;6;3;6;9;10;21;19;35;258;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	15:55:36.840813	1462629336.840813;2016-05-07	15:56:36.845067	1462629396.845067;00:01:00;00:39:00;50;49.9967;49.7862;0;0;3000;116506;116506;0;3000;116506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;88;0;0;0;79;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:029000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:009000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:033000;;116140;3;6;4;4;10;11;19;21;36;252;;116467;0;0;0;0;0;0;0;10;0;29;;116086;53;6;3;6;9;10;21;19;35;258;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	15:56:36.845211	1462629396.845211;2016-05-07	15:57:36.849007	1462629456.849007;00:01:00;00:40:00;50;49.9975;49.7915;0;0;3000;119506;119506;0;3000;119506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;88;0;0;0;79;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:029000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:009000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:032000;;119140;3;6;4;4;10;11;19;21;36;252;;119467;0;0;0;0;0;0;0;10;0;29;;119086;53;6;3;6;9;10;21;19;35;258;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	15:57:36.849143	1462629456.849143;2016-05-07	15:58:36.848769	1462629516.848769;00:00:59;00:41:00;50;50.0175;49.797;0;0;3001;122507;122507;1;3000;122506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;88;0;0;0;79;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:028000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:009000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:032000;;122140;3;6;4;4;10;11;19;21;36;252;;122467;0;0;0;0;0;0;0;10;0;29;;122086;53;6;3;6;9;10;21;19;35;258;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	15:58:36.848904	1462629516.848904;2016-05-07	15:59:36.857455	1462629576.857455;00:01:00;00:42:00;50;49.9933;49.8016;0;0;3000;125507;125507;1;3000;125506;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;88;0;0;0;79;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:005000;00:00:00:028000;00:00:00:000000;00:00:00:000000;00:00:00:003000;00:00:00:009000;00:00:00:005000;00:00:00:006000;00:00:00:007000;00:00:00:032000;;125132;4;6;5;4;11;13;21;23;36;252;;125466;0;0;0;0;0;0;0;11;0;29;;125070;59;7;3;7;10;11;24;22;35;258;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	15:59:36.857600	1462629576.857600;2016-05-07	16:00:36.860688	1462629636.860688;00:01:00;00:43:00;50;49.9975;49.8062;0;0;3000;128507;128507;0;3001;128507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;88;0;0;0;79;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:028000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:009000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:031000;;128132;4;6;5;4;11;13;21;23;36;252;;128467;0;0;0;0;0;0;0;11;0;29;;128070;60;7;3;7;10;11;24;22;35;258;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	16:00:36.860817	1462629636.860817;2016-05-07	16:01:36.861422	1462629696.861422;00:01:00;00:44:00;50;50;49.8106;0;0;3000;131507;131507;0;3000;131507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;88;0;0;0;79;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:027000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:009000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:031000;;131132;4;6;5;4;11;13;21;23;36;252;;131467;0;0;0;0;0;0;0;11;0;29;;131070;60;7;3;7;10;11;24;22;35;258;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	16:01:36.861570	1462629696.861570;2016-05-07	16:02:36.865223	1462629756.865223;00:01:00;00:45:00;50;49.9975;49.8147;0;0;3000;134507;134507;0;3000;134507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;88;0;0;0;79;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:027000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:009000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:030000;;134132;4;6;5;4;11;13;21;23;36;252;;134467;0;0;0;0;0;0;0;11;0;29;;134070;60;7;3;7;10;11;24;22;35;258;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	16:02:36.865350	1462629756.865350;2016-05-07	16:03:36.869440	1462629816.869440;00:01:00;00:46:00;50;49.9967;49.8187;0;0;3000;137507;137507;0;3000;137507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;79;0;88;0;0;0;79;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:027000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:009000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:030000;;137132;4;6;5;4;11;13;21;23;36;252;;137467;0;0;0;0;0;0;0;11;0;29;;137070;60;7;3;7;10;11;24;22;35;258;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	16:03:36.869572	1462629816.869572;2016-05-07	16:04:36.872747	1462629876.872747;00:01:00;00:47:00;50;50.0142;49.8228;0;0;3001;140508;140508;1;3000;140507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;91;7;95;0;0;12;91;0;0;0;0;0;0;00:00:00:006000;00:00:00:001000;00:00:00:062000;00:00:00:028000;00:00:00:000000;00:00:00:000000;00:00:00:020000;00:00:00:009000;00:00:00:012000;00:00:00:006000;00:00:00:069000;00:00:00:031000;;140085;5;6;6;4;13;14;23;26;41;285;;140463;0;0;0;0;0;0;0;11;0;33;;140022;61;7;4;7;11;13;26;25;40;291;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	16:04:36.872889	1462629876.872889;2016-05-07	16:05:36.872695	1462629936.872695;00:00:59;00:48:00;50;50.0008;49.8265;0;0;3000;143508;143508;1;3000;143507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;0;95;0;0;0;91;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:028000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:009000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:031000;;143085;5;6;6;4;13;14;23;26;41;285;;143463;0;0;0;0;0;0;0;11;0;33;;143022;61;7;4;7;11;13;26;25;40;291;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	16:05:36.872834	1462629936.872834;2016-05-07	16:06:36.876878	1462629996.876878;00:01:00;00:49:00;50;49.9967;49.83;0;0;3000;146508;146508;1;3000;146507;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;0;95;0;0;0;91;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:027000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:009000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:031000;;146085;5;6;6;4;13;14;23;26;41;285;;146463;0;0;0;0;0;0;0;11;0;33;;146022;61;7;4;7;11;13;26;25;40;291;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	16:06:36.877013	1462629996.877013;2016-05-07	16:07:36.880661	1462630056.880661;00:01:00;00:50:00;50;49.9975;49.8333;0;0;3000;149508;149508;0;3001;149508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;0;95;0;0;0;91;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:027000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:009000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:030000;;149085;5;6;6;4;13;14;23;26;41;285;;149464;0;0;0;0;0;0;0;11;0;33;;149023;61;7;4;7;11;13;26;25;40;291;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	16:07:36.880797	1462630056.880797;2016-05-07	16:08:36.880690	1462630116.880690;00:00:59;00:51:00;50;50.0008;49.8366;0;0;3000;152508;152508;0;3000;152508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;0;95;0;0;0;91;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:027000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:009000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:030000;;152085;5;6;6;4;13;14;23;26;41;285;;152464;0;0;0;0;0;0;0;11;0;33;;152023;61;7;4;7;11;13;26;25;40;291;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	16:08:36.880862	1462630116.880862;2016-05-07	16:09:36.884644	1462630176.884644;00:01:00;00:52:00;50;49.9975;49.8397;0;0;3000;155508;155508;0;3000;155508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;99;7;102;0;0;8;99;0;0;0;0;0;0;00:00:00:006000;00:00:00:001000;00:00:00:057000;00:00:00:028000;00:00:00:000000;00:00:00:000000;00:00:00:021000;00:00:00:009000;00:00:00:012000;00:00:00:006000;00:00:00:067000;00:00:00:031000;;155038;6;6;7;4;14;16;25;29;46;317;;155456;0;0;0;0;0;0;0;15;0;37;;154976;61;8;4;8;12;14;29;28;45;323;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	16:09:36.884772	1462630176.884772;2016-05-07	16:10:36.889203	1462630236.889203;00:01:00;00:53:00;50;49.9967;49.8426;0;0;3000;158508;158508;0;3000;158508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;102;0;0;0;99;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:027000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:009000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:031000;;158038;6;6;7;4;14;16;25;29;46;317;;158456;0;0;0;0;0;0;0;15;0;37;;157976;61;8;4;8;12;14;29;28;45;323;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	16:10:36.889339	1462630236.889339;2016-05-07	16:11:36.888536	1462630296.888536;00:00:59;00:54:00;50;50.0175;49.8458;0;0;3001;161509;161509;1;3000;161508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;102;0;0;0;99;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:027000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:009000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:031000;;161038;6;6;7;4;14;16;25;29;46;317;;161456;0;0;0;0;0;0;0;15;0;37;;160976;61;8;4;8;12;14;29;28;45;323;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	16:11:36.888678	1462630296.888678;2016-05-07	16:12:36.897088	1462630356.897088;00:01:00;00:55:00;50;49.9933;49.8485;0;0;3000;164509;164509;1;3000;164508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;102;0;0;0;99;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:027000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:009000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:030000;;164039;6;6;7;4;14;16;25;29;46;317;;164456;0;0;0;0;0;0;0;15;0;37;;163966;71;8;4;8;12;14;29;28;45;323;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	16:12:36.897229	1462630356.897229;2016-05-07	16:13:36.900766	1462630416.900766;00:01:00;00:56:00;50;49.9975;49.8512;0;0;3000;167509;167509;1;3000;167508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;102;0;0;0;99;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:027000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:009000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:030000;;167039;6;6;7;4;14;16;25;29;46;317;;167456;0;0;0;0;0;0;0;15;0;37;;166966;71;8;4;8;12;14;29;28;45;323;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	16:13:36.900906	1462630416.900906;2016-05-07	16:14:36.905277	1462630476.905277;00:01:00;00:57:00;50;49.9967;49.8537;0;0;3000;170509;170509;0;3001;170509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;102;0;0;0;99;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:005000;00:00:00:026000;00:00:00:000000;00:00:00:000000;00:00:00:003000;00:00:00:009000;00:00:00:005000;00:00:00:006000;00:00:00:006000;00:00:00:030000;;170030;7;6;8;4;16;17;28;30;46;317;;170456;0;0;0;0;0;0;0;16;0;37;;169956;73;8;5;8;13;16;31;31;45;323;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	16:14:36.905400	1462630476.905400;2016-05-07	16:15:36.905161	1462630536.905161;00:00:59;00:58:00;50;50.0008;49.8562;0;0;3000;173509;173509;0;3000;173509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;102;0;0;0;99;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:026000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:008000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:030000;;173030;7;6;8;4;16;17;28;30;46;317;;173456;0;0;0;0;0;0;0;16;0;37;;172956;73;8;5;8;13;16;31;31;45;323;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	16:15:36.905314	1462630536.905314;2016-05-07	16:16:36.908931	1462630596.908931;00:01:00;00:59:00;50;49.9975;49.8586;0;0;3000;176509;176509;0;3000;176509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;102;0;0;0;99;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:026000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:008000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:029000;;176030;7;6;8;4;16;17;28;30;46;317;;176456;0;0;0;0;0;0;0;16;0;37;;175956;73;8;5;8;13;16;31;31;45;323;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	16:16:36.909060	1462630596.909060;2016-05-07	16:17:36.913338	1462630656.913338;00:01:00;01:00:00;50;50.0133;49.8612;0;0;3001;179510;179510;1;3000;179509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;102;0;0;0;99;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:026000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:008000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:029000;;179031;7;6;8;4;16;17;28;30;46;317;;179456;0;0;0;0;0;0;0;16;0;37;;178956;73;8;5;8;13;16;31;31;45;323;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	16:17:36.913463	1462630656.913463;2016-05-07	16:18:36.913015	1462630716.913015;00:00:59;01:01:00;50;50.0008;49.8635;0;0;3000;182510;182510;1;3000;182509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;102;0;0;0;99;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:026000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:008000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:029000;;182031;7;6;8;4;16;17;28;30;46;317;;182456;0;0;0;0;0;0;0;16;0;37;;181956;73;8;5;8;13;16;31;31;45;323;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	16:18:36.913146	1462630716.913146;2016-05-07	16:19:36.917071	1462630776.917071;00:01:00;01:02:00;50;49.9975;49.8656;0;0;3000;185510;185510;0;3001;185510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;14;116;0;0;0;99;0;0;0;0;0;0;00:00:00:007000;00:00:00:001000;00:00:00:067000;00:00:00:027000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:008000;00:00:00:012000;00:00:00:006000;00:00:00:067000;00:00:00:030000;;184984;8;6;9;4;18;18;30;33;51;349;;185457;0;0;0;0;0;0;0;16;0;37;;184910;74;8;6;8;14;18;33;34;50;355;
2016-05-07	15:17:36.718114	1462627056.718114;2016-05-07	16:19:36.917197	1462630776.917197;2016-05-07	16:20:36.921042	1462630836.921042;00:01:00;01:03:00;50;49.9975;49.8677;0;0;3000;188510;188510;0;3000;188510;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;99;0;116;0;0;0;99;0;0;0;0;0;0;00:00:00:000000;00:00:00:001000;00:00:00:000000;00:00:00:027000;00:00:00:000000;00:00:00:000000;00:00:00:000000;00:00:00:008000;00:00:00:004000;00:00:00:006000;00:00:00:001000;00:00:00:030000;;187984;8;6;9;4;18;18;30;33;51;349;;188457;0;0;0;0;0;0;0;16;0;37;;187910;74;8;6;8;14;18;33;34;50;355;
